nome,larghezza_cm,altezza_cm,titolo,sottotitolo,lettura,fonte
fig01_gap_tre_scale,34,19,"Delle tre scale del divario, solo il livello femminile tiene Bagheria in fondo ogni anno","Tasso di occupazione della classe 15-24 anni, dal 2018 al 2024, su cinque territori, letto su tre scale della stessa disuguaglianza: il divario in punti percentuali (tasso maschile meno tasso femminile), il rapporto fra i due tassi (quante volte il tasso maschile contiene quello femminile) e il livello femminile (occupate ogni 100 coetanee residenti). Le tre scale misurano lo stesso fenomeno e ordinano i territori in modo diverso, quindi vanno lette una per volta: non si sommano e non si convertono l'una nell'altra. In punti il divario è più largo dove si lavora di più: l'Italia sta sopra Bagheria (9,7 contro 8,3 nel 2024) perché lì lavora il 17,3% delle ragazze contro l'8,2%. Su questa scala Bagheria compare fra le più virtuose, ed è proprio l'avvertenza da tenere. In rapporto è il più sbilanciato del panel nella maggioranza delle annate: un ragazzo ha il doppio della probabilità di lavorare di una coetanea. Ma il vicinato lo segue a un soffio (1,98× contro 2,01×) e comune per comune Santa Flavia arriva a 2,29×: in rapporto il divario è un tratto di zona. A reggere ogni annata è la terza scala: il tasso femminile di Bagheria (8,2% nel 2024) è il minimo del panel in tutti gli anni misurati. È il livello, non il divario, il claim da portare nella proposal.","la striscia grigia verticale fra il 2019 e il 2021 occupa l'annata mancante: il 2020 manca alla fonte sulla classe 15-24 in tutti i territori, la serie resta interrotta e nessun valore è interpolato. Nel pannello centrale la riga tratteggiata orizzontale a 1,0 è la parità fra i due tassi. Le bande del primo pannello sono l'intervallo di confidenza al 95% di Newcombe sulla differenza fra due proporzioni, costruito sui limiti di Wilson dei due tassi; sul secondo e sul terzo pannello la banda manca perché l'intervallo esportato è quello della differenza, e ricalcolarlo in R sposterebbe una trasformazione fuori dalla pipeline. Bagheria è in vermiglio, Palermo in viola, la Sicilia in ambra, l'Italia in grigio, il vicinato in verde acqua; blu e rosa restano riservati a maschi e femmine nelle altre figure di questa cartella. Il divario in punti è compresso dai livelli bassi: dove lavorano poche persone di entrambi i generi la differenza assoluta resta piccola anche a parità di svantaggio relativo, ed è la ragione per cui il primo pannello mette Bagheria in posizione apparentemente buona. Sul livello Bagheria è ultima in ogni annata, ma per poco: nel 2023 sono 8,0% contro 8,1%, quindi a distinguere Bagheria è il livello, non lo scarto in graduatoria. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con i conteggi sommati prima del rapporto; le serie dei singoli comuni stanno in genere_gap_occupazione_ci_vicini.csv, dove su 10-28 mila abitanti gli intervalli sono larghi il quintuplo.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 2018-2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_gap_occupazione_ci.csv, genere_gap_occupazione_ci_vicini.csv e genere_platea.csv)."
fig02_composizione_stato,30,24,"Stessa quota fuori da lavoro e istruzione, ragioni opposte: una ragazza su sette è casalinga","Come si distribuiscono i 5.904 residenti di 15-24 anni di Bagheria nell'anno 2024: dal totale ai due generi, dai sei stati della condizione professionale ai tre esiti. Lo spessore di ogni nastro è un numero di persone, non una percentuale. È una partizione della stessa popolazione in un solo anno, quindi ogni nastro è una quota di oggi e non un percorso individuale; il confronto fra territori sulla quota di casalinghe, la sola statistica che separa Bagheria dal panel, sta in fig02b. Fuori da lavoro e istruzione (il proxy del NEET calcolabile a scala comunale) c'è più di un giovane su quattro in entrambi i generi: 26,7% delle ragazze (771) e 27,1% dei ragazzi (818). Ma i due nastri arrivano da monte opposto: sono casalinghe il 13,4% delle ragazze contro l'1,7% dei ragazzi, quasi il triplo dell'incidenza nazionale (4,6%), mentre l'«altra condizione» pesa il 16,1% sui ragazzi contro il 6,4% sulle ragazze. E le casalinghe non sono spose: le già coniugate 15-24 sono 41 contro 387 casalinghe, quindi almeno l'89% è nubile. Il terzo nodo (fuori anche dalla ricerca di lavoro) raccoglie 573 ragazze e 549 ragazzi: è il gruppo che nessuna politica attiva intercetta, perché non si presenta a nessuno sportello.","si legge da sinistra a destra, in quattro colonne: il totale, i due generi, i sei stati della condizione, i tre esiti. Lo spessore di ogni nastro resta costante da un capo all'altro, perché il flusso si conserva e nessuno si perde per strada. Il colore dei nastri è lo stato di partenza, quindi dove due nastri di colore diverso entrano nello stesso nodo d'arrivo si vede da dove arriva ciascun genere. I nodi d'arrivo sono grigi perché sono somme e non categorie. L'etichetta dentro un blocco compare solo dove il blocco è abbastanza alto da contenerla: gli stati più piccoli li dice la legenda, e le loro quote stanno nel sottotitolo. Le posizioni verticali sono geometria del diagramma e non una scala: per questo non c'è asse e non c'è griglia. I tre nodi d'arrivo sono la convenzione di questo repo («fuori da lavoro e istruzione» = tutti meno occupati e studenti), spezzata in due secondo la ricerca di lavoro: vanno letti per quello, non come il NEET ISTAT 15-29, che a livello comunale esiste solo al 2011 (fig08).","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 2024, più DCIS_POPRES1 (1° gennaio 2025) per lo stato civile. Elaborazione: notebooks/genere.ipynb (data/processed/genere_composizione_stato_dettaglio.csv per persone ed esiti, genere_fuori_lavoro_istruzione.csv per il totale del proxy, genere_casalinghe.csv e genere_stato_civile.csv per le nubili)."
fig02b_casalinghe_territori,26,17,La quota di casalinghe è un tratto di zona: il vicinato di Bagheria arriva ancora più in alto,"Quota di ragazze di 15-24 anni che il censimento classifica come casalinghe, in percentuale delle coetanee residenti, su cinque territori, anno 2024. La condizione non è dichiarata dalla persona né contata: dal 2021 ISTAT la stima con un modello, sommando per comune probabilità individuali, e non ne pubblica l'errore. Va letta come etichetta, non come misura del lavoro di cura; da dove arrivi questa quota dentro la popolazione 15-24 di Bagheria, e dove porti, lo mostra fig02. A Bagheria sono 13,4% (387 ragazze) e nei cinque comuni più vicini 13,6%: il livello prosegue oltre il confine comunale. Palermo è a 11,3%, la Sicilia a 10,1%, l'Italia a 4,6%, quindi Bagheria vale 2,9× l'incidenza nazionale. Fra i ragazzi la stessa condizione pesa l'1,7% a Bagheria e lo 0,6% in Italia: il divario è di zona, la condizione è di genere.","ogni riga è un territorio e la lunghezza del segmento è la quota, ripetuta in cifre a destra del pallino. L'ordine delle righe è geografico e non per valore, dal comune al paese: la discesa da Bagheria all'Italia è il finding, non l'effetto dell'ordinamento. I colori sono quelli che i territori portano in tutta la cartella (Bagheria in vermiglio, il vicinato in verde acqua, Palermo in viola, la Sicilia in ambra, l'Italia in grigio) e non codificano nessuna variabile in più. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con i conteggi sommati prima della quota: è la quota del blocco, non la media delle cinque quote. Una sola annata, quindi la figura è una fotografia e non una tendenza: la serie completa sta in genere_composizione_stato_dettaglio.csv, e si legge solo dal 2021, perché il 2018-2019 viene da un altro metodo. La quota è una stima di modello (i conteggi comunali non sono interi): le differenze piccole fra territori vicini vanno lette con cautela.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_composizione_stato_dettaglio.csv, genere_composizione_stato_dettaglio_vicini.csv per il vicinato aggregato, genere_casalinghe.csv per il conteggio e genere_platea.csv per i denominatori; genere_interi_condizione.csv per la natura di stima)."
fig02c_composizione_territori,28,24,Alle ragazze di Bagheria mancano 9 punti di occupazione: riappaiono quasi tutti fra le casalinghe,"Composizione della condizione professionale della classe 15-24 anni, in percentuale della popolazione della classe, anno 2024, su cinque territori e separatamente per genere: un territorio per riga, in ordine geografico, e ogni barra somma 100. La figura mostra quindi come si ridistribuisce la stessa popolazione, non i livelli assoluti; la partizione su Bagheria sola, con i tre esiti aggregati e i conteggi, sta in fig02, e il dettaglio sulle sole casalinghe in fig02b. Fra le ragazze Bagheria sta a 8,2% di occupate contro 17,3% dell'Italia, mentre le casalinghe pesano 13,4% contro 4,6%: 9,1 punti persi da una parte, 8,8 ritrovati dall'altra. E il tempo va altrove che allo studio, perché le studentesse sono 65,1% contro 67,8%. Sui ragazzi il buco di occupazione è quasi identico (10,4 punti), ma la quota riemerge nell'«altra condizione» (+7,6), non fra le casalinghe. Stesso divario, destinazioni diverse. Il vicinato segue Bagheria o va oltre su entrambe le voci: il fenomeno prosegue oltre il confine comunale.","in una barra impilata solo i segmenti ancorati a un bordo sono confrontabili fra righe, perché gli altri partono da un offset diverso in ogni riga. Per questo l'ordine delle categorie non è narrativo: «occupati» sta al bordo sinistro e «casalinghe/i» al destro, e sono le due voci del confronto fra territori; le altre quattro si leggono dentro un territorio, non fra territori. L'ordine delle righe è geografico e non per valore, dal comune al paese. La graffa in cima aggrega i quattro stati oltre «studenti»: è la convenzione di questo repo («fuori da lavoro e istruzione» = tutti meno occupati e studenti), non il NEET ISTAT 15-29, che a scala comunale esiste solo al 2011. Il totale che la graffa aggrega viene da genere_fuori_lavoro_istruzione.csv, perché sommare qui le quote già arrotondate darebbe un decimo in più; per lo stesso motivo la barra normalizza per allineare i bordi, mentre l'etichetta resta il numero pubblicato. L'etichetta compare solo sui segmenti che la reggono (quota di almeno 4,5%): sotto quella soglia il testo è più largo del segmento e sconfinerebbe su quelli accanto. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con i conteggi sommati prima delle quote: sono le quote del blocco, non la media delle cinque quote.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, classe 15-24 anni, 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_composizione_stato_dettaglio.csv, genere_composizione_stato_dettaglio_vicini.csv per il vicinato aggregato e genere_platea.csv per i denominatori)."
fig03_coorti,24,21,"I ragazzi se ne vanno presto, le ragazze dopo i 25 anni","Quota della coorte del 2021 ancora residente tre anni dopo, in percentuale della coorte di partenza (chi aveva 15-19 anni nel 2021 ne ha 18-22 nel 2024), per genere e per classe quinquennale d'età, su cinque territori. È una misura netta di saldo: comprende sia chi parte sia chi arriva, non distingue le destinazioni e incorpora l'aggiustamento post-censuario delle stime di popolazione; lo stesso fenomeno per età singola, che individua la finestra esatta, sta in fig07. Sotto il 100% la coorte si è ridotta. Bagheria resta sotto il livello italiano in ogni cella, ma la perdita femminile si concentra dopo i 25 anni, l'età in cui il vantaggio educativo dovrebbe convertirsi in lavoro. Sulla coorte 25-29 le ragazze di Bagheria scendono a 96,3%, nel vicinato salgono a 102,4%: è un tratto di Bagheria, non della zona.","la riga tratteggiata verticale a 100% è la parità: a sinistra la coorte si è ridotta, a destra è cresciuta. Ogni riga è un territorio e ogni pannello una coorte. Il segmento grigio unisce i due generi dello stesso territorio, e la sua lunghezza è il divario. Il pallino grande rosa è il valore femminile, quello piccolo blu il maschile: i diametri sono diversi apposta, così dove i due valori coincidono si vede un anello e non un dato mancante. I numeri stampati ai lati del segmento sono gli stessi valori dei pallini che toccano, messi all'esterno per non sovrapporsi. I valori sono quote grezze, senza lisciamento, e la scala è stretta di pochi punti: si leggono i pattern rispetto al riferimento nazionale, non i decimali. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con le coorti sommate prima del rapporto: è il rapporto del blocco, non la media dei cinque rapporti.","ISTAT, Censimento permanente della popolazione, età singole, anni 2021 e 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_coorti.csv, genere_coorti_vicini.csv e genere_ritenzione_eta.csv per i denominatori)."
fig04_mappa_sicilia,26,39,Nel 2024 Bagheria arriva dove stava la mediana siciliana nel 2011,"Tasso di occupazione femminile sulla popolazione di 15 anni e più, per comune siciliano, anno 2024: in alto la carta dell'isola, in basso la distribuzione dello stesso indicatore confrontata con quella del 2011. Conta la distanza fra livello e posizione; la graduatoria con i nomi sta in fig04c. Il livello di Bagheria sale da 18,1% a 23,7%, ma la mediana regionale sale da 23,6% a 28,3%. La posizione tiene: dal 12° al 17° percentile, con 66 comuni su 390 più in basso. Resta nella coda bassa della Sicilia, dov'era già nel 2011. Anche i cinque vicini restano sotto la mediana; Palermo, a 18 km, la supera appena (29,6%). Ed è una fotografia ancora valida: la graduatoria del 2011 predice quella del 2024 (rho di Spearman 0,848, in fig04b).","sulla carta il colore è il valore, su scala continua viridis: più chiaro significa occupazione femminile più alta, e la stessa scala vale per le barre dell'istogramma sotto. Sono etichettati Bagheria (bordo vermiglio) e i cinque comuni più vicini per distanza fra i centroidi (bordo scuro, tutti entro 8,1 km): a questa scala i loro poligoni sono un punto, quindi le sei righe sono raccolte da una graffa sola in mare, ordinate per valore decrescente. Palermo ha bordo viola e un richiamo suo perché non è un vicino ma il termine di paragone. Gli estremi regionali non sono etichettati sulla carta, perché cambiano comune fra le due annate, e si leggono agli estremi dell'istogramma. Misiliscemi, istituito nel 2021 per distacco da Trapani, è disegnato in grigio e resta fuori dai 390 comuni delle due annate: nel 2011 non esisteva e il dato non gli è attribuibile. È l'unica esclusione. Nell'istogramma le barre piene sono il 2024 e il profilo grigio vuoto è il 2011: sono sovrapposti e non affiancati perché il risultato è lo scorrimento dell'intera distribuzione. Le linee verticali tratteggiate sono i valori del 2011 e quelle piene i valori del 2024, in vermiglio per Bagheria e in grigio per la mediana regionale; la freccia vermiglia misura quanto Bagheria si è spostata. Le due annate vengono da due rilevazioni con disegni diversi (universale a questionario il censimento 2011, campionaria sui registri il permanente). Su questo indicatore il confronto fra livelli regge: nel 2018 il permanente dà valori entro un punto da quelli del 2011 su Bagheria, Palermo, Sicilia e Italia (notebooks/genere.ipynb, «Il ponte fra i due censimenti»). Per prudenza la persistenza della graduatoria, in fig04b, usa comunque i percentili. La fascia (15 anni e più) e gli anni sono diversi dalle serie 15-24 del thread: la figura è contesto di lungo periodo, non un termine di paragone. Il riquadro della carta è centrato sulla terraferma e non sull'estensione con tutte le isole minori: restano fuori Lampedusa e Linosa, Pantelleria e Marettimo, che sono comunque nel dato e nell'istogramma, mentre Ustica, Levanzo, Favignana e le Eolie sono in carta.","ISTAT, 8milaCensus, indicatore L11 (censimento 2011) e Censimento permanente della popolazione (2018-2024, il 2020 manca alla fonte), tasso di occupazione femminile sulla popolazione di 15 anni e più. Confini: ISTAT, unità amministrative generalizzate al 01/01/2026, sistema di riferimento EPSG:32633 (WGS 84 / UTM 33N). Elaborazione: notebooks/genere.ipynb (data/processed/genere_mappa_occupazione_femminile.csv, genere_mappa_2011_2024.csv e genere_distribuzione_390.csv)."
fig04b_persistenza,21,24,La graduatoria del 2011 predice quella del 2024: il posizionamento è una fotografia ancora valida,"Posizione di ogni comune siciliano nella graduatoria regionale del tasso di occupazione femminile, espressa in percentile: nel 2011 sull'asse orizzontale e nel 2024 sull'asse verticale. È un'affermazione di metodo e non di geografia, perché dice quanto duri una posizione; dove stia Bagheria nella distribuzione siciliana, e come si sia mossa tutta l'isola, sta in fig04. Ogni punto è uno dei 390 comuni. Sulla diagonale stanno i comuni che in graduatoria hanno tenuto il posto: la nuvola le sta stretta attorno (rho di Spearman 0,848). Nel quadrato in basso a sinistra il quintile più povero di lavoro femminile: 74% di chi ci stava nel 2011 ci sta ancora. Bagheria è fra quelli, dal 12° al 17° percentile: in tredici anni il livello è salito (fig04), la posizione ha tenuto.","ogni punto grigio è un comune. La retta tratteggiata è la diagonale, cioè «stessa posizione nelle due annate»: sopra la diagonale stanno i comuni risaliti in graduatoria, sotto quelli scesi, e più un punto è lontano dalla retta più si è mosso. Il quadrato grigio in basso a sinistra è il quintile più basso in entrambe le annate: 74% di chi ci stava nel 2011 ci sta ancora nel 2024. Bagheria è il punto vermiglio, i 5 comuni vicini sono in verde acqua, e stanno tutti dentro il quadrato: il richiamo di Bagheria esce a destra perché un'etichetta dentro il mucchio coprirebbe altri comuni. Gli assi non sono forzati a un quadrato: il rapporto lo danno le dimensioni della figura, e la diagonale resta comunque disegnata come retta di riferimento. Gli assi portano percentili e non punti percentuali di proposito, perché le due rilevazioni hanno disegni diversi (universale a questionario la prima, campionaria sui registri la seconda): il livello ne risente, il rango dentro l'anno molto meno, e i due valori di rho lo mostrano (0,848 fra 2011 e 2024, 0,919 dentro la sola rilevazione permanente). Misiliscemi, istituito nel 2021 per distacco da Trapani, è l'unica esclusione dai 390 comuni disegnati.","ISTAT, 8milaCensus, indicatore L11 (censimento 2011) e Censimento permanente della popolazione (2024), tasso di occupazione femminile sulla popolazione di 15 anni e più. Fascia e anni sono diversi dalle serie 15-24 del thread: è contesto di lungo periodo, non un termine di paragone. Elaborazione: notebooks/genere.ipynb (data/processed/genere_mappa_2011_2024.csv e genere_distribuzione_390.csv)."
fig04c_graduatoria_390,28,27,"In cima la costa ionica, in fondo l'entroterra: Bagheria è 324ª su 390","Graduatoria dei 390 comuni siciliani per tasso di occupazione femminile sulla popolazione di 15 anni e più, 2024: sono nominati gli 8 comuni in cima e gli 8 in fondo, più i sette territori di riferimento del thread al loro rango. Una sola annata, quindi la figura è una fotografia: il movimento sta in fig04b, la geografia in fig04. Bagheria è al 324° posto con 23,7%, sotto la mediana regionale (28,3%): e sotto la mediana ci stanno tutti e cinque i comuni vicini, dal 245° al 367°. Palermo è l'unico riferimento sopra la mediana (29,6%, 163°), e si ferma poco oltre. La coda alta è un blocco geografico, non una lista di casi: Taormina, Letojanni, Sant'Alessio Siculo, Santa Teresa di Riva, Furci Siculo sono comuni contigui della costa ionica messinese. La coda bassa è tutta interna, ma mescola città vere come Adrano (14.729 donne 15+) e paesi minuscoli come Bompensiere (220), dove il tasso è instabile: è la ragione per cui il punto ha la dimensione della platea.","le righe sono ordinate per valore ma spaziate in modo uniforme, quindi la distanza verticale fra due righe non misura niente: fra due righe adiacenti possono starci decine di comuni, e il rango stampato a destra è l'unica misura della distanza. Le righe punteggiate di rottura dicono quanti comuni stanno dentro ciascun salto. La linea guida colorata parte da 12% e non da zero, e non è una barra: serve solo a portare l'occhio dal nome al punto, e la sua lunghezza non è una quantità. Il diametro del punto è il numero di residenti femmine di 15 anni e più, su scala logaritmica che copre tre ordini di grandezza: è un ordine di grandezza, non una quantità leggibile a occhio, e serve a ricordare che nei comuni piccoli poche persone spostano molti punti percentuali. La riga tratteggiata verticale è la mediana regionale. Il colore dice il ruolo e non il valore: Bagheria in vermiglio e in maiuscolo, i cinque comuni vicini in verde acqua, Palermo in viola, i comuni delle due code in grigio scuro. La fascia è quella di lungo periodo (15 anni e più, l'indicatore L11 del codebook 8milaCensus), diversa dalle serie 15-24 del thread: la figura è contesto, non un termine di paragone.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, popolazione di 15 anni e più, anno 2024. I 390 comuni sono presi ai confini del 2011, gli stessi di fig04 e fig04b, con Misiliscemi come unica esclusione. Elaborazione: notebooks/genere.ipynb (data/processed/genere_mappa_2011_2024.csv per tasso, rango e platea femminile, genere_distribuzione_390.csv per la mediana)."
fig05_forbice,22,22,Le ragazze di Bagheria superano i coetanei nel diploma e lavorano meno che in ogni altro territorio,"Posizione dei cinque territori sul piano che incrocia istruzione e lavoro delle ragazze, anno 2024, tutto sulla classe 15-24: sull'asse orizzontale il vantaggio educativo femminile, cioè quanti punti percentuali separano la quota di diplomate da quella dei diplomati, sull'asse verticale il tasso di occupazione femminile in percentuale delle coetanee residenti. È la fotografia di un solo anno; la stessa forbice nel tempo sta in fig05b. Le ragazze di Bagheria superano i coetanei nel diploma (+4,8 punti) e hanno il tasso di occupazione più basso dei cinque territori (8,2%). Il vicinato ha lo stesso mercato del lavoro (8,9% di occupazione femminile) ma un vantaggio educativo di appena +1,5 punti: lo svantaggio occupazionale è di zona, la forbice è di Bagheria. Bagheria sta nell'angolo in basso a destra: più istruite della mediana, meno occupate. Come ci sia arrivata sta in fig05b.","ogni punto è un territorio, e Bagheria è il punto vermiglio più grande. Le due linee tratteggiate chiare sono le mediane dei cinque valori disegnati, e dividono il piano in quadranti: l'angolo in basso a destra è «più istruite della mediana e meno occupate», ed è dove sta Bagheria. Con cinque territori e i loro errori campionari la posizione nel quadrante è una lettura, non un test: il confronto formale sul tasso femminile sta in fig01. La linea tratteggiata verticale allo zero è la parità educativa fra ragazze e ragazzi: a destra di quella riga le ragazze sono più istruite dei coetanei. Con cinque punti la mediana coincide con il punto centrale, quindi due territori siedono esattamente sulle guide. L'etichetta accanto a ogni punto ripete i suoi due valori. Il rapporto fra tasso maschile e femminile non è su questo piano: le tre scale del divario stanno in fig01, e qui l'occupazione è il livello femminile, la scala che regge in ogni annata. Sul vantaggio educativo Bagheria pareggia con la Sicilia, e sulla fascia 18-24 il primato passa ad altri (fig11b): ciò che la figura sostiene è il distacco dal vicinato e la mancata conversione, non il primato assoluto. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con i conteggi sommati prima dei tassi: sono i tassi del blocco, non la media dei cinque tassi.","ISTAT, Censimento permanente della popolazione, tavola istruzione, tavola della condizione professionale e demografia per età singola per i denominatori, anno 2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_forbice_quadrante.csv e genere_per_1000.csv per i denominatori)."
fig05b_forbice_serie,24,20,Dal 2021 il vantaggio educativo delle ragazze cresce a Bagheria e si chiude nel vicinato,"Quanti punti percentuali separano la quota di ragazze da quella di ragazzi con almeno il diploma, sulla fascia 9-24 anni, dal 2018 al 2024, su cinque territori: sopra lo zero le ragazze sono più istruite dei coetanei. La fascia è il 9-24 perché è l'unica pubblicata a livello comunale su tutta la serie, quindi misura una cosa vicina ma non la stessa della fotografia 15-24 di fig05: i due numeri restano separati. Bagheria e i cinque comuni vicini partivano appaiati (+3,1 e +2,9 nel 2018): dal 2021 il cuneo si apre, e nel 2024 sono +4,2 contro +0,5. Bagheria ha il vantaggio più ampio in 4 annate su 6, quindi è un tratto di Bagheria e non di zona. In tutte queste annate il vantaggio resta fuori dal mercato del lavoro (fig05).","l'area vermiglio chiaro è il cuneo fra Bagheria e il vicinato, cioè quanto le due lame si sono aperte: la sua altezza è la distanza fra le due linee, non un intervallo di confidenza. Bagheria è in vermiglio a tratto pieno, il vicinato in verde acqua; Palermo, Sicilia e Italia restano in grigio perché sono contesto, e si identificano dall'etichetta a fine linea. La striscia grigia verticale fra il 2019 e il 2021 occupa l'annata mancante: il 2020 manca alla fonte su ogni classe che contenga i 15-24, in tutti i territori, e nessun valore è interpolato. La fascia 9-24 include bambini che non hanno ancora l'età del diploma, quindi il livello della quota non va letto come tasso di diplomati: a essere confrontabile fra territori e nel tempo è la differenza fra i generi, che è ciò che la figura disegna. Vicinato = i cinque comuni più vicini per distanza fra i centroidi, con i conteggi sommati prima della quota.","ISTAT, Censimento permanente della popolazione, tavola istruzione, fascia 9-24 anni, 2018-2024. Elaborazione: notebooks/genere.ipynb (data/processed/genere_forbice_serie.csv e genere_istruzione.csv per i denominatori)."
fig06_quadrante,22,20,"La freccia punta in basso a destra in tutti e quattro i territori, e a Bagheria arriva più in basso di tutte","Posizione dei quattro territori di confronto sul piano che incrocia istruzione e lavoro, anno 2024: sull'asse orizzontale la quota con almeno il diploma sulla fascia 9-24 anni, in percentuale della popolazione della fascia, sull'asse verticale il tasso di occupazione della classe 15-24 anni, in percentuale dei residenti della classe. Ogni territorio compare due volte, una per genere, e la freccia unisce i suoi due punti. Ogni freccia va dal punto maschile a quello femminile: verso destra le ragazze sono più istruite dei coetanei, verso il basso sono meno occupate. Tutti e quattro i territori condividono il verso: a distinguere Bagheria è quanto in basso arriva. Sul 9-24 il vantaggio nel diploma è il più ampio del panel (+4,2 punti) e il tasso di occupazione femminile è il più basso (8,2%).","il pallino rosa è il valore femminile, quello blu il maschile. La freccia grigia parte dal punto maschile e arriva a quello femminile: quanto va verso destra è il vantaggio educativo delle ragazze, quanto scende è il loro svantaggio occupazionale. Una freccia che punta in basso a destra significa quindi «più istruite e meno occupate», ed è il verso che tutti e quattro i territori condividono. Il nome accanto alla punta identifica il territorio: qui i colori dicono il genere, non il territorio. Le due fasce degli assi non coincidono ma vivono sulla stessa popolazione, perché nessuno consegue un titolo prima dei 15 anni: i diplomati 9-24 sono i diplomati 15-24. Sull'asse orizzontale la fascia 9-24 include però bambini che non hanno ancora l'età del titolo, quindi il livello della quota va letto come posizione relativa e non come tasso di diplomati; il confronto fra generi e fra territori resta valido. Una sola annata, quindi la figura è una fotografia e non una tendenza: la serie sta in fig05b.","ISTAT, Censimento permanente della popolazione, tavola istruzione (fascia 9-24 anni) e tavola della condizione professionale (classe 15-24 anni), anno 2024. Il contesto regionale, cioè dove cade Bagheria nella distribuzione dei 390 comuni siciliani per occupazione femminile, sta in fig06b, che usa fascia e anni diversi e non va letta in serie con questa. Elaborazione: notebooks/genere.ipynb (data/processed/genere_quadrante.csv, con genere_platea.csv e genere_istruzione.csv per i denominatori)."
fig06b_creste_390,24,21,"Bagheria sale con tutta la Sicilia, fissa sul quinto più basso","Distribuzione del tasso di occupazione femminile fra i 390 comuni siciliani, una curva per anno, dal 2018 al 2024: ogni curva è una stima di densità sui comuni di quell'anno, non una serie storica. Il tempo scorre dal basso verso l'alto, e lo scivolamento verso destra è l'aumento generale dell'occupazione femminile in tutta la regione; la stessa relazione sui quattro territori di confronto sta in fig06. Il gambo scuro è la mediana regionale, quello vermiglio Bagheria, col suo percentile a fianco. In sei annate la mediana sale da 24,3% a 28,3% e Bagheria da 18,8% a 23,7%: guadagna più della mediana (+4,9 punti contro +4,0) e resta entro il 17° percentile, cioè dentro il quinto più basso della regione. Il tratteggio è il 2024 di Bagheria: cade ancora a sinistra della mediana siciliana del 2018.","ogni curva grigia è un'annata, etichettata sull'asse verticale, e le annate sono impilate dal 2018 in basso al 2024 in alto. Dentro ogni curva ci sono due gambi verticali: quello scuro è la mediana regionale, quello vermiglio è Bagheria, con il suo percentile scritto a fianco. La distanza fra i due gambi è il finding, e resta la stessa per tutte le annate. La linea punteggiata verticale è il valore di Bagheria nel 2024 e attraversa tutta la pila: serve a vedere che cade ancora a sinistra della mediana siciliana del 2018. Le etichette «Bagheria» e «mediana siciliana» compaiono una volta sola, sulla curva in cima: sotto, i gambi si riconoscono dal colore. Le curve sono stime di densità per nucleo con banda unica, scelta con la regola di Silverman sul pool delle annate, quindi le differenze di forma sono del dato e non del lisciamento; ogni curva ha area 1 e la scala verticale è comune, quindi anche le altezze si confrontano fra annate. Le annate disegnate sono 6 e non sette perché il 2020 manca alla fonte, e il 2011 di 8milaCensus resta fuori perché è un'altra rilevazione: il confronto fra le due epoche sta in fig04 e fig04b, dove lo stacco è dichiarato.","ISTAT, Censimento permanente della popolazione, tavola della condizione professionale, popolazione di 15 anni e più, 390 comuni siciliani, 2018-2024. Fascia e anni sono diversi dalle serie 15-24 del thread: è contesto regionale, non un termine di paragone. Elaborazione: notebooks/genere.ipynb (data/processed/genere_creste_390.csv e genere_distribuzione_390.csv)."
