DATAFLOW,FREQ,REF_AREA,INDICATOR,GENDER,AGE_CLASS,MARITAL_STATUS,CITIZENSHIP,AREA_CONTRY_CITIZEN,USUAL_RESID_1Y,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_INDICATOR,NOTE_GENDER,NOTE_AGE_CLASS,NOTE_MARITAL_STATUS,NOTE_CITIZENSHIP,NOTE_AREA_CONTRY_CITIZEN,NOTE_USUAL_RESID_1Y,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2020,9,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2021,11,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2022,11,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2023,14,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_GE100,ALL,TOTAL,ALL,ALL,2024,12,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2001,1452,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2011,1381,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2018,1162,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2019,1142,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2020,1164,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2021,1111,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2022,1124,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2023,1090,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y_UN4,ALL,TOTAL,ALL,ALL,2024,1073,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2001,1786,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2011,1476,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2018,1386,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2019,1359,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2020,1355,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2021,1362,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2022,1353,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2023,1274,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y10-14,ALL,TOTAL,ALL,ALL,2024,1267,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2001,1799,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2011,1732,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2018,1488,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2019,1497,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2020,1471,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2021,1469,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2022,1436,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2023,1424,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y15-19,ALL,TOTAL,ALL,ALL,2024,1384,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2001,1829,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2011,1843,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2018,1549,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2019,1486,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2020,1432,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2021,1383,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2022,1411,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2023,1457,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y20-24,ALL,TOTAL,ALL,ALL,2024,1498,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2001,2017,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2011,1851,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2018,1782,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2019,1686,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2020,1575,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2021,1534,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2022,1472,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2023,1437,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y25-29,ALL,TOTAL,ALL,ALL,2024,1387,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2001,2126,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2011,1893,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2018,1686,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2019,1733,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2020,1704,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2021,1668,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2022,1691,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2023,1637,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y30-34,ALL,TOTAL,ALL,ALL,2024,1577,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2001,2009,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2011,2056,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2018,1770,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2019,1678,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2020,1624,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2021,1671,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2022,1632,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2023,1624,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y35-39,ALL,TOTAL,ALL,ALL,2024,1709,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2001,1834,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2011,2153,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2018,1897,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2019,1867,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2020,1833,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2021,1794,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2022,1789,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2023,1764,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y40-44,ALL,TOTAL,ALL,ALL,2024,1664,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2001,1657,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2011,2069,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2018,2115,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2019,2095,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2020,2046,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2021,2012,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2022,1966,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2023,1921,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y45-49,ALL,TOTAL,ALL,ALL,2024,1930,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2001,1521,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2011,1857,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2018,2116,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2019,2137,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2020,2099,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2021,2141,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2022,2130,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2023,2116,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y50-54,ALL,TOTAL,ALL,ALL,2024,2110,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2001,1300,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2011,1698,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2018,1965,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2019,1979,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2020,2009,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2021,2010,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2022,2044,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2023,2068,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y55-59,ALL,TOTAL,ALL,ALL,2024,2114,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2001,1665,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2011,1448,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2018,1287,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2019,1241,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2020,1243,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2021,1211,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2022,1162,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2023,1177,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y5-9,ALL,TOTAL,ALL,ALL,2024,1168,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2001,1257,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2011,1568,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2018,1713,,,,,,,,,ISO__ALL_N1,,,,,
IT1:DF_DCSS_POP_DEMCITMIG_TV_1(1.0),A,082006,RESPOP_AV,F,Y60-64,ALL,TOTAL,ALL,ALL,2019,1764,,,,,,,,,ISO__ALL_N1,,,,,
